Data;plano_contas_id;cliente;uf;valor_recebido
2023-09-13;21;Lopes;RS;9205.93
2023-06-23;12;Moraes;TO;38634.79
2024-04-13;21;Peixoto;RO;30634.37
2024-07-18;32;Souza Alves e Filhos;SC;45820.75
2023-08-08;31;Gonçalves;SP;49154.58
2024-01-14;33;da Mota Costela e Filhos;RR;18637.07
2023-04-29;33;Ramos;BA;7965.5
2023-04-30;21;das Neves;MT;13136.12
2024-09-22;11;Ramos Jesus S/A;SE;1142.35
2024-04-19;21;da Conceição Barbosa Ltda.;PA;15209.59
2023-12-07;32;Porto;AC;30042.98
2024-06-23;32;Santos;AL;17315.6
2023-07-08;32;Porto;GO;43274.07
2023-08-26;31;Santos e Filhos;AP;15988.71
2024-06-16;31;da Cruz;RJ;47770.28
2024-11-03;32;Campos Azevedo S.A.;SP;46094.17
2024-12-03;11;Lopes;PE;39933.1
2023-09-16;12;Ramos;PE;19587.39
2023-12-27;22;Ferreira Ltda.;RO;24632.99
2023-11-25;11;Monteiro - EI;MG;34898.16
2023-10-01;22;da Mata;PR;18692.91
2025-01-07;31;Melo S/A;PA;25994.78
2025-03-11;32;Gomes S/A;SP;15312.79
2024-03-24;31;da Costa Ltda.;AM;45459.17
2025-03-26;12;Aragão;MS;9562.77
2024-12-17;33;das Neves;PR;48814.27
2023-09-21;31;Nunes S/A;MS;4738.87
2024-09-05;31;Costa;TO;39392.36
2024-01-13;22;da Conceição;PA;1876.5
2024-11-08;32;Santos;CE;31281.13
2023-04-30;32;Azevedo Ltda.;PR;30398.3
2024-09-26;31;Monteiro Freitas - ME;MS;32409.83
2024-10-29;31;Campos Ramos e Filhos;AL;14564.75
2025-03-17;11;Costa;RJ;8416.4
2024-10-11;12;Carvalho e Filhos;ES;18509.19
2023-05-25;21;Pereira S/A;GO;26174.62
2024-04-10;12;Peixoto - ME;MG;43194.98
2023-12-18;11;Fogaça;PA;40980.51
2023-08-30;33;Azevedo Correia - ME;GO;8311.22
2023-10-07;22;Campos;MT;49483.1
2024-03-07;32;Peixoto e Filhos;TO;12351.48
2024-02-16;22;Nunes;CE;23178.37
2024-03-27;33;da Luz;MG;4831.27
2023-09-25;22;Aragão;AP;32759.62
2024-02-09;22;Oliveira Alves e Filhos;MS;10369.43
2023-11-24;12;da Conceição Melo Ltda.;SP;26882.11
2025-02-09;32;da Costa - ME;PR;41714.28
2023-06-03;11;Alves - EI;MG;6095.72
2023-12-31;31;Fernandes Silveira S.A.;PE;34391.39
2024-08-06;11;Nascimento S.A.;AP;15123.16
2024-08-08;22;Dias Rocha - EI;RJ;29034.54
2024-02-02;32;da Luz;PA;37825.72
2023-09-10;21;Barbosa Melo e Filhos;PA;19429.81
2023-12-04;22;Castro;RJ;17200.38
2024-11-09;21;Nogueira;MT;40321.97
2025-03-24;12;Castro;CE;47057.64
2024-04-21;11;Costa Ltda.;MG;28727.5
2025-03-26;12;Moraes;BA;48162.73
2024-06-15;12;Sales;RS;6555.27
2024-07-22;31;Mendes;PE;47768.95
2024-06-18;11;Monteiro S/A;RN;22348.33
2024-01-29;12;da Costa - EI;RR;41283.58
2024-07-02;11;da Cruz Rocha S/A;RJ;47295.95
2023-10-03;33;Melo Lopes Ltda.;GO;12356.6
2024-07-12;32;da Paz;RR;33351.79
2023-06-08;31;Porto Castro Ltda.;AM;23640.63
2024-08-20;12;Almeida;RJ;21861.54
2023-12-05;31;Dias - EI;TO;14276.48
2023-10-13;33;Pires Rodrigues - ME;SP;5335.46
2023-07-28;21;Monteiro - ME;PA;24624.57
2024-01-04;32;Sales - EI;RN;14024.83
2024-07-29;31;Campos das Neves - EI;SC;36859.03
2025-01-06;32;Oliveira - EI;PA;23343.1
2024-02-08;22;Almeida Teixeira - EI;MA;1401.05
2024-09-22;21;Silveira;AM;26766.19
2024-07-30;31;da Rocha;GO;39671.69
2024-04-24;32;Carvalho e Filhos;AP;43398.55
2023-09-17;33;da Cruz da Mota S/A;DF;24338.92
2024-12-11;31;Pinto;PI;17404.43
2024-07-11;11;Pereira;MS;20027.67
2023-11-14;21;Carvalho - ME;PI;399.14
2024-03-22;22;Pires S.A.;MT;31019.7
2025-03-08;32;Fogaça Correia e Filhos;RS;42913.96
2024-05-19;31;Moreira;PE;965.71
2024-06-20;11;Farias Monteiro Ltda.;MT;4406.68
2024-01-31;31;Peixoto da Cruz - EI;BA;5305.02
2024-09-29;31;Carvalho;SC;41441.84
2024-05-29;12;das Neves;RR;32455.59
2023-04-25;31;Cunha;BA;36197.71
2024-07-05;12;Pereira;ES;12926.37
2024-05-08;31;Sales Rezende e Filhos;TO;14528.2
2024-03-28;11;Barros Silveira - ME;RN;40711.82
2024-12-01;33;Mendes S/A;AL;522.72
2024-02-04;21;Caldeira S/A;ES;6341.26
2023-12-28;11;Fernandes;PI;25645.57
2024-10-17;12;Oliveira;SP;32464.22
2024-04-17;32;Rodrigues S/A;RR;44510.1
2023-11-09;32;Melo;AC;22801.05
2023-08-20;21;Caldeira;MA;21748.23
2025-02-28;21;Correia Novaes Ltda.;RJ;21455.79
2024-07-06;12;Fogaça;PA;191.5
2023-12-25;21;da Rocha Costela Ltda.;PE;6936.69
2023-05-17;32;Jesus da Cunha S/A;PI;49865.14
2024-03-14;12;Jesus - EI;AP;7480.84
2024-10-16;11;da Luz Ltda.;AL;29979.18
2024-06-13;31;da Costa;PA;31441.77
2025-02-16;32;Melo Cardoso Ltda.;BA;5320.72
2025-02-24;21;Cavalcanti;PB;5535.48
2023-08-19;31;Ramos;CE;15274.99
2024-06-06;22;Nogueira;DF;11085.35
2024-03-20;32;Rezende da Costa - EI;ES;43512.16
2024-05-14;22;Rezende da Rosa - EI;SC;21271.73
2024-07-05;31;Fernandes;AL;18483.17
2025-01-27;12;Novaes;DF;7950.9
2024-01-05;31;Silva S.A.;TO;47784.34
2024-01-07;32;Nunes Vieira S/A;PB;2618.59
2023-07-14;22;Cardoso;RO;43086.44
2023-04-21;22;Pinto - EI;RR;6662.17
2024-02-27;22;Duarte;MA;34274.65
2025-01-05;32;Caldeira - ME;AL;11158.39
2024-04-03;31;Lopes Pires Ltda.;TO;42088.4
2024-01-30;22;Ferreira da Rosa S/A;MG;28369.03
2023-10-07;31;Lima Viana - ME;DF;404.19
2024-03-23;11;Araújo Rodrigues S.A.;RS;713.71
2025-02-04;12;Farias;DF;25820.73
2023-04-04;11;Moreira - EI;PA;19786.92
2023-04-26;31;Rocha;PA;13098.96
2024-04-06;31;Azevedo e Filhos;RN;46378.75
2023-07-31;32;Castro Jesus Ltda.;PA;47447.14
2024-07-11;33;Lopes Oliveira - ME;BA;39663.45
2024-06-08;12;Nascimento;AC;8211.93
2024-10-27;31;Freitas Viana S.A.;RO;26680.94
2023-07-16;11;da Costa Rezende S/A;PR;5574.06
2024-12-21;12;Pires S.A.;PA;48528.16
2023-05-17;22;Cardoso;GO;3345.02
2024-04-30;12;Caldeira S/A;PB;22978.34
2023-12-24;31;Nunes;PI;19607.92
2024-10-07;12;Moraes;PB;49845.9
2025-01-15;21;da Mota - EI;AC;25119.86
2025-01-20;31;Rodrigues;RN;26830.13
2024-05-06;21;Peixoto;AL;12858.65
2023-04-02;21;Dias;PB;41795.17
2024-10-07;31;das Neves;SC;35864.97
2023-08-31;31;Silva;AP;37865.03
2024-01-10;33;da Costa;RR;23135.99
2024-11-17;32;Souza;RO;7128.0
2024-04-18;11;da Conceição;MS;21598.64
2025-01-26;32;Nascimento;CE;10266.76
2024-02-27;12;Cunha da Rosa - ME;PA;5684.04
2024-05-18;33;Martins;DF;13420.92
2024-08-11;31;Dias;SP;40122.91
2024-01-18;32;Vieira;AC;3447.26
2024-09-09;11;Costa S/A;RS;38270.67
2024-11-01;21;Azevedo da Cunha - EI;PA;37187.44
2023-09-04;33;Rocha;AM;49664.13
2024-11-19;11;Alves;MA;37612.53
2024-09-16;32;Cardoso;CE;20604.9
2024-04-07;21;Fernandes;PI;37190.32
2024-07-14;12;Teixeira Ltda.;MS;19663.82
2024-08-23;21;Freitas;AM;41527.25
2024-01-02;33;Aragão;PR;3504.09
2023-04-14;22;Correia;MS;956.03
2023-04-21;32;Moura S.A.;SE;49271.19
2024-10-21;12;Nogueira;PR;26141.77
2024-04-02;11;Rezende;RJ;44198.95
2023-05-08;11;da Cunha;PR;23256.69
2023-04-18;11;da Costa;AL;39684.86
2024-10-15;31;Farias;SE;7822.68
2024-11-28;32;Santos Cardoso - ME;DF;5409.38
2023-11-15;22;Caldeira Nascimento - ME;RN;17830.0
2024-11-14;12;Lima Barbosa e Filhos;DF;17269.27
2023-04-14;31;Cavalcanti;SE;25571.5
2024-11-28;33;da Rosa;MA;49272.35
2024-08-08;32;Peixoto Carvalho Ltda.;PE;7551.45
2023-07-03;22;Rocha;PA;25367.11
2024-10-27;22;Porto S/A;AP;35309.17
2024-01-30;32;Sales;GO;32056.47
2025-02-27;33;Farias;RS;27171.72
2024-01-04;21;Rocha - EI;MS;46683.25
2024-06-16;32;Barbosa;MS;17785.58
2024-04-14;32;Cardoso - EI;SE;44925.31
2025-02-24;21;da Costa;AP;14759.27
2024-02-23;22;Souza S.A.;SE;27190.16
2024-05-12;31;Fernandes - ME;PA;35190.74
2024-09-14;32;Carvalho;AL;33113.51
2023-08-20;33;Ramos Ltda.;RN;26024.12
2023-08-22;22;Silva Ltda.;PR;29018.0
2024-07-19;31;Freitas;BA;33179.69
2023-09-12;31;Cunha Barros S/A;MS;8346.18
2023-04-28;22;Novaes;RO;34447.78
2024-12-07;12;Caldeira;MG;30717.37
2024-11-24;22;Farias;RJ;47363.6
2025-01-14;31;da Rocha Farias S/A;SP;40593.52
2024-11-02;31;Pereira;GO;47670.64
2024-07-27;32;da Mota;AM;29129.95
2023-05-07;32;Nogueira - EI;PI;41668.34
2023-06-06;32;Moraes;RN;29658.19
2023-07-25;21;Lima;DF;7182.49
2023-05-20;32;Moura da Paz Ltda.;CE;17098.65
2024-07-14;31;Mendes;ES;47293.13
2024-07-05;31;Jesus;PA;38594.08
2023-05-22;32;Peixoto;MG;8933.12
2024-02-21;21;Santos;RO;21609.92
2023-07-26;32;Pereira Cunha e Filhos;AP;16766.7
2023-09-01;31;Monteiro - ME;BA;8469.79
2023-07-23;21;Ferreira;RN;2985.36
2024-04-04;32;Silveira - EI;SE;29663.34
2024-09-19;31;Monteiro S/A;MG;26179.51
2023-12-12;22;da Rocha Lopes - ME;RS;26375.64
2023-09-13;21;Novaes;PB;11173.69
2024-04-18;32;Nunes - EI;BA;32576.25
2024-01-11;21;Viana;MG;6585.94
2024-01-07;31;Monteiro S.A.;ES;16989.56
2024-09-17;21;Costela;MA;33105.49
2024-01-28;12;Cavalcanti da Paz S/A;SP;37039.33
2024-07-05;12;Correia;AM;6579.29
2024-05-16;31;Melo;MS;4468.4
2023-11-01;11;da Cunha Porto S.A.;DF;38569.21
2024-03-06;31;da Rosa;PR;36472.15
2024-07-07;32;Rodrigues;BA;35683.5
2023-09-11;22;Azevedo;RS;20217.83
2024-09-18;33;Aragão;BA;39217.17
2024-01-06;31;Sales;DF;35001.12
2025-03-09;32;Duarte;MA;36509.23
2024-08-23;22;Moraes;AM;10050.41
2024-12-02;12;Correia;MA;4456.11
2024-02-26;12;Castro Ltda.;AP;49008.12
2024-07-31;12;Caldeira Ribeiro - ME;AP;38442.72
2024-08-07;31;Lopes Rocha Ltda.;RJ;45356.11
2023-10-22;31;Ferreira;PR;9954.14
2025-01-30;32;Ramos Nascimento Ltda.;GO;42613.81
2025-01-03;33;Monteiro;BA;32367.09
2025-01-19;32;Ribeiro;PE;7077.78
2024-01-24;11;Souza Almeida Ltda.;BA;11403.25
2023-04-25;22;Jesus;RJ;43029.49
2024-08-26;11;Caldeira;SE;43123.59
2023-11-14;12;Gonçalves;SC;14401.58
2023-09-20;33;Mendes;BA;31202.57
2023-11-19;21;Correia Viana - ME;SP;18948.93
2024-07-29;32;Sales;MT;5221.83
2025-01-19;11;Duarte - EI;MT;46563.76
2023-10-09;22;Moura;AL;35305.91
2024-05-28;12;Rodrigues;PE;19391.51
2024-12-13;33;Cunha;SP;21216.31
2025-02-27;22;Almeida Nogueira - EI;AM;14850.68
2024-09-28;32;Moreira;DF;42419.73
2024-09-11;12;Moreira Costela S.A.;AP;20142.54
2023-05-14;12;Teixeira S.A.;PE;23399.81
2023-07-10;22;Costa;RN;16905.57
2023-10-09;31;Monteiro;MS;4793.29
2023-08-18;31;Araújo;DF;23894.25
2023-09-08;12;Cunha Souza e Filhos;RR;38431.81
2023-12-13;22;Ramos Mendes e Filhos;PE;18101.76
2024-10-26;33;da Cunha;RS;36276.84
2024-07-18;11;Teixeira;AC;1627.46
2025-02-07;31;Ferreira Cunha S.A.;MS;23589.1
2024-06-03;22;Almeida - EI;PR;28041.64
2023-08-08;22;Farias;AL;42734.15
2023-06-30;32;Fernandes;RJ;25157.83
2024-10-13;11;Ferreira;RO;1533.73
2024-12-21;32;Lima - ME;MT;41864.52
2024-07-29;22;Barros Aragão - EI;CE;2729.02
2024-08-07;31;da Cunha Monteiro Ltda.;RN;45038.6
2024-11-30;32;Santos Ltda.;AM;3049.91
2023-09-07;31;das Neves Silveira S/A;AP;29200.06
2024-12-19;11;Viana;RN;38542.55
2023-09-24;22;Rocha Nogueira e Filhos;AL;9398.54
2024-06-04;22;Viana;MT;40277.14
2024-09-04;32;Aragão Santos e Filhos;PA;33169.93
2023-04-24;11;da Mota;MG;24859.89
2024-09-20;12;Nogueira Ribeiro S/A;TO;42009.96
2025-03-09;21;Costa;GO;25441.13
2023-06-17;33;Carvalho;MA;35654.81
2023-09-14;32;Carvalho;RJ;4850.71
2023-11-25;12;da Costa;PI;9475.61
2025-03-05;11;da Luz Monteiro - EI;PA;1722.85
2023-07-30;12;Mendes Ferreira S.A.;PE;3839.1
2024-12-24;22;Nogueira S/A;TO;32619.78
2024-02-21;12;da Mata;RS;48073.45
2023-07-17;21;Ramos;MT;49891.1
2024-07-02;11;da Rosa;PR;5447.59
2025-02-01;12;Silva - EI;MA;2376.97
2024-04-05;11;Lima;RS;32752.24
2024-11-14;21;da Paz;PI;12891.41
2024-04-04;11;Fernandes;AP;45117.13
2023-09-17;31;Lima;RO;31030.3
2025-03-01;31;Farias - ME;MA;11716.15
2024-05-17;12;Pereira;AC;11812.92
2023-10-09;11;Barros;RS;27421.51
2025-03-04;12;Lopes Ltda.;RR;13655.56
2023-12-28;33;Lopes;SP;23629.66
2024-01-31;33;Moraes da Mata S/A;PI;24095.86
2023-04-15;21;da Rocha S/A;ES;857.29
2025-01-27;11;Dias;ES;3779.88
2024-12-18;21;Santos;RR;30190.16
2024-08-23;22;Porto;RR;31984.06
2025-01-06;12;Lima;AM;19775.56
2023-06-22;11;da Costa Moura S/A;AC;32363.31
2025-01-31;11;da Cunha;AP;23161.55
2024-01-12;12;Freitas;AC;35252.49
2023-08-13;33;da Costa;AL;19470.21
2023-08-10;12;Sales;PR;47114.44
2024-08-27;12;Peixoto;RO;18719.52
2025-02-28;22;Cunha e Filhos;AM;26588.03
2024-04-13;12;Duarte;BA;7983.36
2024-04-11;22;Fogaça Costela e Filhos;MT;190.34
2024-05-30;31;Barros;CE;28161.19
2023-11-15;21;Moura - EI;AC;26961.22
2023-06-05;31;Martins da Conceição - EI;AC;35437.63
2024-11-07;31;das Neves;PA;32259.75
2024-10-07;31;Moraes;BA;13498.46
2023-10-01;12;Caldeira;MG;49090.02
2024-03-26;33;Azevedo da Mata Ltda.;PR;30511.32
2023-06-02;11;Rezende;TO;10669.87
2024-06-26;21;Rodrigues;MS;3287.34
2024-02-07;21;Araújo Ltda.;PI;25145.59
2025-02-16;32;Peixoto;PB;11946.09
2024-02-28;33;Moura Ltda.;AC;28649.82
2024-02-04;22;Porto Araújo Ltda.;RN;9863.62
2024-09-26;32;Lopes da Luz S/A;MT;20106.47
2023-09-21;32;da Cunha;RN;46462.95
2024-05-24;33;Porto Silva - ME;AL;14813.77
2024-01-07;11;Viana;RN;15898.77
2025-02-08;11;Azevedo;PB;28827.45
2024-12-06;31;Cunha - ME;RN;48182.72
2024-02-06;31;Fogaça;AM;15765.09
2024-06-21;11;da Costa;ES;32094.4
2023-09-19;12;Rezende Araújo - EI;ES;7485.27
2024-08-29;12;Santos;PI;37618.06
2025-01-01;22;Lopes S.A.;PI;35694.76
2024-05-05;12;Almeida Mendes Ltda.;AP;8644.07
2023-10-24;32;Silveira - EI;MS;23983.22
2024-04-05;12;da Paz Oliveira - EI;SP;37926.8
2024-09-24;22;Moraes;RJ;39772.75
2023-06-22;32;Cunha - EI;MS;46727.84
2024-09-17;22;Moura S/A;RS;44330.01
2024-12-30;22;da Rocha;RO;25505.05
2024-04-01;12;Pereira Cardoso S/A;MT;6424.62
2023-12-16;32;Nascimento;RR;41701.19
2025-03-22;32;Novaes Correia S.A.;MG;36885.04
2024-06-08;22;Novaes;MS;14901.06
2023-07-08;22;Rocha;MA;18365.67
2023-07-23;12;Rocha - EI;TO;33812.2
2023-04-09;32;Fogaça S.A.;PA;49767.25
2023-12-08;11;Rodrigues Dias - EI;RN;44496.48
2023-12-18;32;Alves Duarte Ltda.;MG;18017.51
2024-06-01;12;da Cunha Mendes e Filhos;DF;40873.48
2024-11-17;22;Nascimento;DF;14347.39
2024-04-21;21;Moraes;CE;4560.06
2023-04-09;12;Pires Barros e Filhos;SC;679.32
2024-06-18;11;da Luz - EI;PE;49519.31
2023-12-25;33;da Cruz;MS;36714.17
2023-10-09;33;Monteiro;MS;27894.14
2024-02-01;32;Lopes Nascimento S.A.;RS;21288.35
2024-10-17;22;Azevedo Moura S.A.;MA;20243.94
2024-06-28;32;da Cunha;TO;36498.57
2023-09-25;12;Rezende Moreira S/A;MS;15096.34
2024-06-18;11;Cavalcanti;AP;24684.33
2024-09-02;31;Porto;PI;24184.48
2024-07-05;31;Ferreira;ES;47463.01
2023-09-16;31;Caldeira;RN;47247.1
2024-02-19;33;Moraes e Filhos;SE;30277.22
2024-06-21;31;Correia - ME;CE;45043.52
2024-12-17;32;Santos Correia Ltda.;SC;4029.04
2023-10-05;21;Porto;RS;6741.37
2024-03-21;12;Rezende - EI;GO;43449.15
2023-11-20;21;Nascimento S/A;SE;16606.99
2024-01-15;11;Monteiro da Conceição S.A.;CE;4694.81
2023-05-02;22;Novaes Silva Ltda.;AM;48897.46
2025-01-18;32;Porto;DF;48434.14
2024-11-25;11;Correia - ME;RO;21636.19
2024-06-11;22;Nogueira;AC;4817.2
2025-02-11;12;Pires S/A;PE;6135.85
2023-05-13;11;da Rosa;SE;34532.35
2024-04-29;11;Moura;BA;45529.58
2024-09-01;33;Azevedo;PR;33362.62
2024-08-07;32;Viana da Cunha S.A.;RO;49152.99
2023-12-14;32;Nunes;ES;39780.14
2023-08-28;12;Almeida Ltda.;AC;4802.57
2024-11-17;31;Caldeira Campos e Filhos;AL;40199.17
2024-04-25;22;Correia Peixoto Ltda.;AP;45109.54
2025-01-02;33;Novaes;BA;35958.83
2023-11-15;32;Ramos Ltda.;BA;40840.93
2024-03-08;22;Silveira Farias - ME;RN;27433.47
2024-06-30;12;Freitas;GO;31632.99
2023-10-30;12;Fogaça Rodrigues Ltda.;CE;23477.72
2024-11-16;21;Monteiro da Costa S.A.;MA;27576.88
2025-01-27;22;Pereira Costela e Filhos;PA;11720.28
2024-12-13;11;Vieira Rodrigues S/A;PR;30204.33
2024-08-23;31;da Rosa;GO;17440.7
2025-01-07;32;Souza;AC;31235.95
2024-08-01;33;Nascimento;AL;44312.34
2024-09-19;22;Moraes;AP;11718.55
2024-01-29;21;Aragão S/A;ES;1888.85
2024-02-13;11;Lopes;TO;3618.61
2024-11-30;33;Ferreira;AL;4567.03
2024-06-09;11;das Neves;AP;19132.41
2023-07-22;22;Pereira;SC;26876.55
2025-03-23;31;da Luz;PA;30118.57
2024-05-07;32;Nogueira;BA;6409.06
2023-06-04;33;Gomes Ferreira S/A;MS;6780.89
2024-01-14;12;Ramos Gomes S.A.;GO;12315.18
2024-10-13;11;da Paz;RR;36298.79
2023-07-29;12;Carvalho Pires S.A.;RN;36882.54
2025-02-17;32;Jesus Ltda.;PB;41399.26
2025-01-09;11;Melo;MA;46935.08
2024-10-04;11;Freitas S/A;AC;17481.31
2024-07-24;32;Pinto Azevedo - ME;MG;48142.51
2024-02-24;31;da Rosa;SP;33129.58
2023-07-27;32;Nogueira;PE;37385.55
2024-05-20;11;da Mota Rodrigues Ltda.;AP;5093.37
2023-09-13;22;Novaes S.A.;RO;11979.9
2024-02-12;22;Farias;RN;26249.56
2024-05-12;12;Lima - EI;MG;31546.43
2024-08-03;31;Aragão;RN;27128.74
2023-11-21;21;Duarte - ME;RS;19288.63
2023-10-10;31;Fogaça Almeida S.A.;SE;408.18
2024-09-01;22;da Mata;PB;35034.23
2023-09-02;33;Ribeiro - EI;CE;49551.18
2024-12-22;31;Mendes Moraes - ME;AP;10252.7
2023-08-21;32;Martins Vieira - EI;TO;34726.6
2024-01-27;32;Barros;SE;21329.77
2023-05-06;32;Dias Teixeira - EI;CE;38286.9
2023-10-16;22;Barbosa e Filhos;TO;40068.06
2023-05-09;12;da Cruz S/A;AL;48032.41
2024-01-08;32;Aragão Almeida Ltda.;RN;2535.31
2025-01-06;21;Duarte;SC;19459.18
2023-12-11;21;da Rocha Duarte - ME;BA;19829.6
2023-11-14;31;Lopes;MS;35232.52
2024-02-26;11;Ramos;TO;8974.24
2024-09-08;11;Gonçalves;RS;41483.04
2025-03-27;11;Lima;RJ;39665.23
2024-09-01;31;Gomes e Filhos;DF;40743.47
2023-05-24;12;Santos Cardoso e Filhos;AM;45464.99
2024-12-17;21;Mendes;MG;5734.82
2025-03-08;33;Castro Ferreira S/A;TO;30858.02
2023-07-10;31;Jesus;GO;40546.55
2023-09-18;33;Pereira;MS;8884.48
2023-06-30;22;das Neves das Neves S.A.;MS;43979.37
2024-10-01;22;Azevedo e Filhos;SE;32522.81
2025-02-10;33;Souza Alves S/A;RO;16056.04
2025-03-08;21;Ribeiro;SC;24308.75
2024-03-19;12;Caldeira;AP;34499.02
2024-06-30;11;Peixoto e Filhos;PB;23034.89
2024-08-28;32;Correia;TO;7287.87
2024-02-03;12;da Rosa - EI;RR;49681.06
2023-11-02;21;Ribeiro - ME;ES;37963.97
2024-02-09;11;Freitas - ME;SC;42366.83
2024-03-12;31;Campos - ME;RJ;31363.85
2023-06-29;11;Peixoto;TO;41635.11
2023-12-15;31;Nogueira;MG;399.35
2025-02-21;31;Monteiro Azevedo Ltda.;PI;6490.44
2023-07-09;21;Peixoto Carvalho - EI;RN;47151.68
2025-03-23;11;Carvalho;GO;36537.23
2024-04-03;12;Moraes Caldeira S.A.;MA;46430.13
2024-09-14;22;Nunes;AM;45288.3
2024-12-24;11;Alves;AC;36062.37
2023-04-06;22;Mendes Cunha - EI;PI;23868.29
2024-04-23;32;Aragão;ES;8428.33
2023-04-17;21;Rezende S/A;MT;28884.2
2024-09-26;33;Lopes;GO;14142.08
2023-11-27;33;Farias;SP;21348.91
2024-02-17;12;Ramos;BA;38157.17
2023-08-22;32;Rodrigues;PB;47165.27
2024-06-17;33;Cardoso;AC;6418.04
2025-02-17;21;da Mata;SE;41897.14
2024-01-25;22;Jesus;MT;22579.9
2023-11-23;33;Barbosa;AL;18628.36
2024-05-27;22;da Cunha;RJ;47947.73
2023-06-22;32;Pires;GO;34418.32
2024-03-12;22;Lima - ME;PE;21918.09
2023-07-04;21;Cardoso;PB;40495.91
2025-02-20;22;Cardoso;AL;41232.85
2024-09-12;33;Rocha;MG;3690.1
2023-06-24;32;da Mota da Mata S.A.;AM;42010.73
2024-04-03;12;Correia;RN;30883.89
2023-09-14;31;Lima;CE;33690.28
2024-03-04;11;Lopes Silveira - ME;SP;31286.23
2024-10-31;12;da Mota - ME;PI;16959.34
2023-08-23;32;Rodrigues da Cunha S.A.;PI;46296.5
2024-07-22;12;Cunha;RJ;40045.93
2023-08-17;32;Almeida Pires - ME;TO;24747.22
2023-06-02;33;da Cruz Cardoso e Filhos;BA;10390.67
2024-06-17;22;Costa;RN;26910.28
2023-04-06;11;Caldeira Souza S.A.;PA;30368.48
2024-05-16;31;Araújo S.A.;ES;44209.63
2023-09-14;33;Campos;MA;43376.18
2023-08-12;12;Moraes da Paz - ME;PR;2658.22
2025-01-20;33;Almeida Moraes e Filhos;MA;47467.64
2024-08-31;32;Souza da Cunha S.A.;MA;5135.41
2023-08-31;21;da Rocha Cardoso S.A.;MA;48194.99
2023-04-20;21;Gonçalves;AP;35448.79
2024-10-08;12;da Cruz Pires Ltda.;MS;43392.26
2023-07-15;22;Freitas - EI;MA;5995.01
2024-02-13;21;Santos - ME;GO;31572.66
2025-01-20;12;Almeida;RN;42238.92
2024-05-08;21;Monteiro Farias - ME;RN;35590.54
2024-06-07;32;Rodrigues;PE;34298.77
2024-02-24;22;Carvalho - ME;MA;30366.86
2024-07-07;32;da Rocha;PB;37867.54
2024-06-20;32;Silveira - EI;RS;44689.76
2024-11-21;21;Ramos Nascimento e Filhos;AP;14685.89
2023-08-12;12;Gomes Costa - EI;AC;12677.16
2024-06-28;12;Martins;MS;29190.63
2025-02-22;32;Souza;MT;22482.35
2024-01-06;22;Campos;BA;11432.65
2024-12-05;22;Martins Ltda.;PE;31134.34
2023-04-19;33;Fogaça Novaes - EI;MA;17530.91
2023-09-25;33;Viana;AC;8701.41
2023-11-25;11;Almeida;MA;37392.91
2025-03-10;22;Teixeira Castro S/A;PE;46983.81
2025-02-23;22;Souza;RR;5415.24
2024-02-03;11;Duarte S.A.;MG;34544.36
2024-05-21;21;Dias;CE;43612.11
2025-01-06;11;Rocha;PR;5409.66
2024-11-14;21;da Rocha;PE;49228.44
2024-08-21;12;Correia;AC;37935.78
2023-08-29;33;Nascimento;GO;30014.73
2024-09-13;33;Ribeiro Ltda.;AL;9139.45
2024-10-17;11;Correia;AC;31866.25
2024-06-04;12;Carvalho Campos - ME;MS;47058.68
2023-07-30;11;Jesus Cavalcanti - EI;SC;22091.96
2023-11-14;22;Barbosa;PE;42516.46
2023-07-09;22;Moura;RJ;22596.56
2023-04-03;22;Costa;SC;6477.62
2023-08-29;33;Mendes Ltda.;AC;7145.39
2024-07-21;21;Cavalcanti Aragão e Filhos;SE;7973.09
2024-05-30;32;Ramos da Luz S.A.;MS;2489.66
2024-01-02;12;Silveira;TO;9080.55
2024-05-25;11;Costela;PA;17404.39
2024-09-24;21;Cardoso;SE;48106.14
2023-12-15;33;da Paz;PI;24705.61
2025-02-10;31;Lopes Melo S.A.;SC;23546.53
2024-07-28;32;Cavalcanti;DF;24901.37
2023-11-28;22;Ferreira;GO;17705.32
2024-10-13;11;da Paz da Rocha S/A;SE;37149.96
2023-04-13;22;Vieira - ME;AC;27841.44
2023-05-11;11;Ramos;MA;6663.41
2024-12-19;21;Rezende;RS;14357.27
2023-04-26;22;da Rocha;SC;11886.67
2024-01-16;33;Viana - EI;PE;15939.75
2023-05-22;22;Barbosa;BA;49503.02
2023-08-12;32;Jesus;SC;46184.85
2023-10-05;31;Pinto das Neves - ME;RR;48495.86
2024-12-09;31;Duarte - ME;SP;42519.42
2024-05-05;11;Cardoso;SE;19753.8
2024-01-15;33;Teixeira;GO;32122.05
2024-09-30;21;Gomes e Filhos;MG;4394.17
2023-04-01;33;Nunes S/A;PB;30597.14
2024-05-17;11;Pinto;BA;8175.85
2023-08-09;11;da Luz;PE;37003.08
2024-07-11;31;Pereira;RO;31594.82
2023-10-02;22;Almeida;DF;28766.41
2023-10-07;11;Castro Aragão e Filhos;GO;14860.7
2025-01-01;21;Teixeira - ME;RJ;46374.12
2024-08-17;33;da Conceição;PB;23862.77
2025-01-30;32;Barbosa;MG;2754.92
2023-12-04;21;Sales Rodrigues - EI;MG;3825.72
